dataset,defect_type,record_key,detail
transactions,orphan_fk,T00008903,campaign_id=CMP999
transactions,orphan_fk,T00006774,campaign_id=CMP999
transactions,orphan_fk,T00015622,campaign_id=CMP999
transactions,orphan_fk,T00010650,campaign_id=CMP999
transactions,orphan_fk,T00009901,campaign_id=CMP999
transactions,orphan_fk,T00010983,campaign_id=CMP999
transactions,orphan_fk,T00010625,campaign_id=CMP999
transactions,orphan_fk,T00002813,campaign_id=CMP999
transactions,orphan_fk,T00013036,campaign_id=CMP999
transactions,orphan_fk,T00001084,campaign_id=CMP999
transactions,orphan_fk,T00003003,campaign_id=CMP999
transactions,orphan_fk,T00003904,campaign_id=CMP999
merchants,invalid_category,M0010,category='Electronic'
merchants,invalid_category,M0001,category='Electronic'
merchants,invalid_category,M0033,category=' fuel'
merchants,invalid_category,M0039,category='Electronic'
merchants,invalid_category,M0027,category='Electronic'
merchants,invalid_category,M0050,category=' fuel'
merchants,invalid_category,M0005,category='Diningg'
merchants,invalid_category,M0008,category='Electronic'
merchants,invalid_category,M0032,category='Diningg'
merchants,invalid_category,M0015,category=' fuel'
merchants,invalid_category,M0003,category='Diningg'
merchants,invalid_category,M0054,category='Diningg'
merchants,invalid_category,M0046,category='Diningg'
merchants,invalid_category,M0007,category='Diningg'
merchants,invalid_category,M0004,category=' fuel'
merchants,invalid_category,M0018,category='TRAVEL'
merchants,invalid_category,M0006,category='shoping'
merchants,invalid_category,M0011,category=' fuel'
merchants,invalid_category,M0028,category=' fuel'
merchants,invalid_category,M0034,category='shoping'
transactions,negative_amount,T00002275,amount made negative
transactions,negative_amount,T00002058,amount made negative
transactions,negative_amount,T00004255,amount made negative
transactions,negative_amount,T00015285,amount made negative
transactions,negative_amount,T00012820,amount made negative
transactions,negative_amount,T00012377,amount made negative
transactions,negative_amount,T00021962,amount made negative
transactions,negative_amount,T00015157,amount made negative
transactions,negative_amount,T00012017,amount made negative
transactions,negative_amount,T00021103,amount made negative
transactions,negative_amount,T00021179,amount made negative
transactions,negative_amount,T00004339,amount made negative
transactions,negative_amount,T00021328,amount made negative
transactions,negative_amount,T00007885,amount made negative
transactions,negative_amount,T00017811,amount made negative
transactions,extreme_value,T00016222,"amount inflated (kept, flag only)"
transactions,extreme_value,T00016997,"amount inflated (kept, flag only)"
transactions,extreme_value,T00016255,"amount inflated (kept, flag only)"
transactions,extreme_value,T00008835,"amount inflated (kept, flag only)"
transactions,extreme_value,T00012130,"amount inflated (kept, flag only)"
transactions,extreme_value,T00000831,"amount inflated (kept, flag only)"
transactions,extreme_value,T00017243,"amount inflated (kept, flag only)"
transactions,extreme_value,T00004497,"amount inflated (kept, flag only)"
transactions,extreme_value,T00013809,"amount inflated (kept, flag only)"
transactions,extreme_value,T00001106,"amount inflated (kept, flag only)"
transactions,extreme_value,T00021093,"amount inflated (kept, flag only)"
transactions,extreme_value,T00013150,"amount inflated (kept, flag only)"
transactions,extreme_value,T00001387,"amount inflated (kept, flag only)"
transactions,extreme_value,T00015596,"amount inflated (kept, flag only)"
transactions,extreme_value,T00012721,"amount inflated (kept, flag only)"
transactions,extreme_value,T00018357,"amount inflated (kept, flag only)"
transactions,extreme_value,T00015304,"amount inflated (kept, flag only)"
transactions,extreme_value,T00007629,"amount inflated (kept, flag only)"
transactions,extreme_value,T00021665,"amount inflated (kept, flag only)"
transactions,extreme_value,T00018444,"amount inflated (kept, flag only)"
transactions,extreme_value,T00009046,"amount inflated (kept, flag only)"
transactions,extreme_value,T00012733,"amount inflated (kept, flag only)"
transactions,extreme_value,T00013879,"amount inflated (kept, flag only)"
transactions,extreme_value,T00011347,"amount inflated (kept, flag only)"
transactions,extreme_value,T00001943,"amount inflated (kept, flag only)"
transactions,bad_date,T00018445,date=2030-13-40
transactions,bad_date,T00005306,date=2030-13-40
transactions,bad_date,T00003338,date=2030-13-40
transactions,bad_date,T00000181,date=2030-13-40
transactions,bad_date,T00010420,date=2030-13-40
transactions,bad_date,T00012513,date=2030-13-40
transactions,bad_date,T00017503,date=2030-13-40
transactions,bad_date,T00010188,date=2030-13-40
transactions,bad_date,T00014443,date=2030-13-40
transactions,bad_date,T00017340,date=2030-13-40
